epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.5173116326332092,2.8519773483276367,0.6829268336296082,1.0418331623077393
1,0.6130346059799194,1.1282532215118408,0.6910569071769714,1.0505894422531128
2,0.6313645839691162,1.0818668603897095,0.707317054271698,0.9694996476173401
3,0.6435845494270325,1.0177720785140991,0.6910569071769714,0.9862945675849915
4,0.6517311334609985,0.9472678899765015,0.6178861856460571,1.1333703994750977
5,0.6435845494270325,0.892085075378418,0.7398374080657959,0.820763349533081
6,0.6435845494270325,0.8928888440132141,0.7398374080657959,0.7785133719444275
7,0.657841145992279,0.8304228186607361,0.7235772609710693,0.7515566349029541
8,0.6537678241729736,0.8029537200927734,0.6829268336296082,0.7777563333511353
9,0.6619144678115845,0.7501448392868042,0.6504064798355103,0.8158616423606873
10,0.6619144678115845,0.7611180543899536,0.707317054271698,0.6801663041114807
11,0.6659877896308899,0.7097582817077637,0.6991869807243347,0.6718598008155823
12,0.676171064376831,0.6965234279632568,0.6991869807243347,0.7099509239196777
13,0.6700611114501953,0.6887378096580505,0.6341463327407837,0.8127065300941467
14,0.6843177080154419,0.6915633082389832,0.6341463327407837,0.8286027312278748
15,0.6782077550888062,0.6856410503387451,0.6747967600822449,0.6487066745758057
16,0.7026476860046387,0.6461794972419739,0.6910569071769714,0.7034143805503845
17,0.7006109952926636,0.6306838393211365,0.6341463327407837,0.8323038220405579
18,0.6720977425575256,0.6766043901443481,0.6666666865348816,0.6906145215034485
19,0.7250509262084961,0.6091325879096985,0.707317054271698,0.6421086192131042
20,0.6741344332695007,0.6720789074897766,0.7154471278190613,0.6489356160163879
21,0.6924643516540527,0.6184827089309692,0.6178861856460571,1.099976897239685
22,0.6904277205467224,0.6603565812110901,0.6585366129875183,0.7420838475227356
23,0.6904277205467224,0.625558614730835,0.6991869807243347,0.6615892648696899
24,0.686354398727417,0.6330623030662537,0.7235772609710693,0.6297085881233215
25,0.7006109952926636,0.6542503237724304,0.6504064798355103,0.7666480541229248
26,0.704684317111969,0.6165251731872559,0.707317054271698,0.6341052055358887
27,0.7087576389312744,0.6386289596557617,0.642276406288147,0.8172967433929443
28,0.7006109952926636,0.6229341626167297,0.6829268336296082,0.6847666501998901
29,0.6782077550888062,0.6250458359718323,0.707317054271698,0.6540879011154175
30,0.686354398727417,0.6160840392112732,0.6991869807243347,0.6428985595703125
31,0.6843177080154419,0.6408389210700989,0.6991869807243347,0.6429377794265747
32,0.7107942700386047,0.5827882289886475,0.7235772609710693,0.6388933658599854
33,0.6924643516540527,0.5893977284431458,0.6747967600822449,0.667042076587677
34,0.6843177080154419,0.615590512752533,0.6504064798355103,0.693787157535553
35,0.6924643516540527,0.6132410168647766,0.7235772609710693,0.6497256755828857
36,0.7006109952926636,0.599321722984314,0.6910569071769714,0.7113911509513855
37,0.6965376734733582,0.6315657496452332,0.7154471278190613,0.6208243370056152
38,0.6883910298347473,0.6253928542137146,0.6666666865348816,0.7115530371665955
39,0.7250509262084961,0.5864288210868835,0.5447154641151428,0.8599899411201477
40,0.7169042825698853,0.6162329912185669,0.7235772609710693,0.6260696053504944
41,0.7107942700386047,0.5856989026069641,0.5447154641151428,0.8349076509475708
42,0.6782077550888062,0.6181421875953674,0.6097561120986938,0.9445194005966187
43,0.6782077550888062,0.5841377973556519,0.6991869807243347,0.6326868534088135
44,0.686354398727417,0.5808243155479431,0.7317073345184326,0.634907066822052
45,0.7026476860046387,0.5904471278190613,0.6178861856460571,0.9792765974998474
46,0.686354398727417,0.6218231916427612,0.707317054271698,0.6442040205001831
47,0.6985743641853333,0.5964969396591187,0.7235772609710693,0.6321820616722107
48,0.6965376734733582,0.5698180198669434,0.707317054271698,0.6352694034576416
49,0.704684317111969,0.585044264793396,0.7235772609710693,0.615656316280365
50,0.6904277205467224,0.5928760766983032,0.6341463327407837,0.764046311378479
51,0.6843177080154419,0.604270339012146,0.6260162591934204,0.7855122685432434
52,0.7209776043891907,0.5626223683357239,0.6991869807243347,0.6532860994338989
53,0.6945010423660278,0.5886189341545105,0.6747967600822449,0.6664864420890808
54,0.7067209482192993,0.5771307945251465,0.6178861856460571,1.0317912101745605
55,0.7250509262084961,0.5911474227905273,0.7235772609710693,0.6364989280700684
56,0.7372708916664124,0.5681230425834656,0.6016260385513306,0.749104917049408
57,0.6965376734733582,0.5861021876335144,0.6829268336296082,0.7172797322273254
58,0.6965376734733582,0.5730732679367065,0.6260162591934204,0.8407431244850159
59,0.6802443861961365,0.5916264653205872,0.6910569071769714,0.657855749130249
60,0.704684317111969,0.5853509902954102,0.7154471278190613,0.6258531212806702
61,0.6802443861961365,0.5901417136192322,0.707317054271698,0.6399645209312439
62,0.7148675918579102,0.556024968624115,0.6666666865348816,0.7021265625953674
63,0.686354398727417,0.6123967170715332,0.7154471278190613,0.6445348858833313
64,0.7026476860046387,0.5734241604804993,0.6260162591934204,0.817745566368103
65,0.7311608791351318,0.5732160210609436,0.6747967600822449,0.6672154664993286
66,0.7128309607505798,0.5853185057640076,0.6666666865348816,0.7154069542884827
67,0.7107942700386047,0.569462239742279,0.6991869807243347,0.6876562833786011
68,0.7250509262084961,0.5636305212974548,0.642276406288147,0.7547063827514648
69,0.704684317111969,0.5954504609107971,0.6341463327407837,0.7781359553337097
70,0.6924643516540527,0.5913589000701904,0.7317073345184326,0.626998782157898
71,0.7189409136772156,0.5558521747589111,0.6260162591934204,0.8384544849395752
72,0.6985743641853333,0.5957014560699463,0.7398374080657959,0.6303508877754211
73,0.7026476860046387,0.5722528100013733,0.7235772609710693,0.6551550030708313
74,0.704684317111969,0.5690383911132812,0.7235772609710693,0.6382632255554199
75,0.7107942700386047,0.5494799613952637,0.707317054271698,0.6389173269271851
76,0.7006109952926636,0.5869432687759399,0.7154471278190613,0.6703023314476013
77,0.723014235496521,0.5593246221542358,0.6341463327407837,0.8009094595909119
78,0.7026476860046387,0.564826250076294,0.6829268336296082,0.6899887323379517
79,0.7006109952926636,0.5784416794776917,0.7154471278190613,0.6453815698623657
80,0.7107942700386047,0.5718564987182617,0.6585366129875183,0.7415652275085449
81,0.7169042825698853,0.5604483485221863,0.6341463327407837,0.8118947148323059
82,0.7087576389312744,0.5873512029647827,0.7154471278190613,0.6586304903030396
83,0.7148675918579102,0.5388566851615906,0.6747967600822449,0.6793343424797058
84,0.7148675918579102,0.5684593915939331,0.7154471278190613,0.6471706032752991
85,0.7331975698471069,0.5592858195304871,0.7317073345184326,0.6444337368011475
86,0.6965376734733582,0.5465997457504272,0.6341463327407837,0.803318202495575
87,0.7067209482192993,0.5701982975006104,0.6260162591934204,0.8269839286804199
88,0.7026476860046387,0.5788335800170898,0.6504064798355103,0.7193949222564697
89,0.723014235496521,0.5629322528839111,0.6260162591934204,0.8324161767959595
90,0.7128309607505798,0.5546573996543884,0.6504064798355103,0.6947777271270752
91,0.6924643516540527,0.5956111550331116,0.49593496322631836,0.9462559223175049
92,0.6945010423660278,0.5624496340751648,0.707317054271698,0.6716676354408264
93,0.7148675918579102,0.5597044825553894,0.707317054271698,0.6556793451309204
94,0.6985743641853333,0.5741010904312134,0.5203251838684082,0.8942930698394775
95,0.7148675918579102,0.5675912499427795,0.6666666865348816,0.7136741280555725
96,0.7148675918579102,0.546667754650116,0.577235758304596,0.8117579817771912
97,0.7291242480278015,0.5651592016220093,0.6585366129875183,0.7371320724487305
98,0.6965376734733582,0.5849007368087769,0.5365853905677795,0.8452761769294739
99,0.6904277205467224,0.5835155248641968,0.6991869807243347,0.6647031903266907
